code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
DIG,2021-01-15,15:01:03,HOSE,STOCK,33.55,35.85,31.25,34.0,34.15,33.35,33.7,33.66,26.418,26.535,25.913,26.185,26.154,4032600.0,135751020000.0,0.0,0.0,0.15,0.1166,0.4471
DIG,2021-01-14,15:01:03,HOSE,STOCK,33.4,35.7,31.1,33.1,33.9,32.9,33.55,33.34,25.719,26.34,25.563,26.068,25.905,4045000.0,134868800000.0,0.0,0.0,0.15,0.1165,0.4491
DIG,2021-01-13,15:01:02,HOSE,STOCK,33.65,36.0,31.3,34.0,34.2,33.2,33.4,33.84,26.418,26.573,25.796,25.952,26.294,4217000.0,142698530000.0,0.0,0.0,-0.25,-0.1943,-0.7429
DIG,2021-01-12,15:01:03,HOSE,STOCK,31.45,33.65,29.25,31.5,33.65,30.9,33.65,32.17,24.476,26.146,24.009,26.146,24.996,5545800.0,178406640000.0,0.0,0.0,2.2,1.7094,6.9952
DIG,2021-01-11,15:01:02,HOSE,STOCK,31.55,33.75,29.35,31.65,31.9,30.9,31.45,31.32,24.592,24.786,24.009,24.437,24.336,2381400.0,74582955000.0,1000000.0,29350000000.0,-0.1,-0.0777,-0.317
DIG,2021-01-08,15:01:03,HOSE,STOCK,31.8,34.0,29.6,32.0,32.35,31.3,31.55,31.84,24.864,25.136,24.32,24.514,24.74,3082700.0,98156150000.0,0.0,0.0,-0.25,-0.1942,-0.7862
DIG,2021-01-07,15:01:03,HOSE,STOCK,31.2,33.35,29.05,31.2,32.15,30.5,31.8,31.14,24.243,24.981,23.699,24.708,24.196,5114000.0,159250755000.0,1900000.0,55536500000.0,0.6,0.4662,1.9231
DIG,2021-01-06,15:01:01,HOSE,STOCK,31.5,33.7,29.3,32.4,32.45,30.7,31.2,31.44,25.175,25.214,23.854,24.243,24.429,4237900.0,133220180000.0,2876350.0,84890500000.0,-0.3,-0.2331,-0.9524
DIG,2021-01-05,15:01:03,HOSE,STOCK,29.55,31.6,27.5,30.0,31.6,29.8,31.5,30.94,23.31,24.554,23.155,24.476,24.041,7069400.0,218743585000.0,11700000.0,336960000000.0,1.95,1.5152,6.599
DIG,2021-01-04,15:01:01,HOSE,STOCK,27.7,29.6,25.8,28.2,29.6,28.0,29.55,28.97,21.912,22.999,21.756,22.961,22.51,7909000.0,229125265000.0,900000.0,26200000000.0,1.85,1.4375,6.6787
DIG,2020-12-31,15:12:03,HOSE,STOCK,27.35,29.25,25.45,27.5,27.95,27.3,27.7,27.59,21.367,21.717,21.212,21.523,21.438,2312570.0,63800496500.0,26800.0,699480000.0,0.35,0.272,1.2797
DIG,2020-12-30,15:12:02,HOSE,STOCK,27.3,29.2,25.4,28.0,28.6,27.35,27.35,27.9,21.756,22.222,21.251,21.251,21.679,3939190.0,109909513000.0,0.0,0.0,0.05,0.0389,0.1832
DIG,2020-12-29,15:12:03,HOSE,STOCK,26.15,27.95,24.35,26.2,27.65,26.0,27.3,26.86,20.357,21.485,20.202,21.212,20.87,5659820.0,152005644000.0,3321610.0,92633919000.0,1.15,0.8935,4.3977
DIG,2020-12-28,15:12:02,HOSE,STOCK,26.2,28.0,24.4,26.5,26.7,26.05,26.15,26.27,20.591,20.746,20.241,20.319,20.412,4346940.0,114213020500.0,0.0,0.0,-0.05,-0.0389,-0.1908
DIG,2020-12-25,15:12:01,HOSE,STOCK,26.45,28.3,24.6,26.1,27.0,25.9,26.2,26.44,20.28,20.979,20.125,20.357,20.544,2328570.0,61577806000.0,2227000.0,62801400000.0,-0.25,-0.1942,-0.9452
DIG,2020-12-24,15:12:03,HOSE,STOCK,27.0,28.85,25.15,26.9,27.15,25.15,26.45,25.87,20.902,21.096,19.542,20.552,20.101,5946530.0,153808745000.0,371800.0,10707840000.0,-0.55,-0.4274,-2.037
DIG,2020-12-23,15:12:01,HOSE,STOCK,27.8,29.7,25.9,27.6,27.6,26.5,27.0,27.31,21.445,21.445,20.591,20.979,21.22,3666820.0,100134932000.0,4080000.0,120768000000.0,-0.8,-0.6216,-2.8777
DIG,2020-12-22,15:12:02,HOSE,STOCK,27.8,29.7,25.9,27.5,27.9,27.35,27.8,27.65,21.367,21.679,21.251,21.601,21.485,3156420.0,87277452500.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-12-21,15:12:02,HOSE,STOCK,27.35,29.25,25.45,27.5,27.9,26.95,27.8,27.47,21.367,21.679,20.94,21.601,21.344,6100610.0,167563520000.0,716780.0,18261701500.0,0.45,0.3497,1.6453
DIG,2020-12-18,15:12:04,HOSE,STOCK,25.9,27.7,24.1,25.9,27.55,25.9,27.35,26.77,20.125,21.407,20.125,21.251,20.801,6476930.0,173374842500.0,20000.0,484000000.0,1.45,1.1267,5.5985
DIG,2020-12-17,15:12:02,HOSE,STOCK,25.4,27.15,23.65,25.15,26.1,24.9,25.9,25.47,19.542,20.28,19.348,20.125,19.791,4142520.0,105522297500.0,2100000.0,49770000000.0,0.5,0.3885,1.9685
DIG,2020-12-16,15:12:02,HOSE,STOCK,25.35,27.1,23.6,25.4,25.8,25.25,25.4,25.48,19.736,20.047,19.62,19.736,19.798,2877220.0,73300426500.0,0.0,0.0,0.05,0.0389,0.1972
DIG,2020-12-15,15:12:02,HOSE,STOCK,26.05,27.85,24.25,26.0,26.2,25.0,25.35,25.61,20.202,20.357,19.426,19.697,19.899,4494850.0,115128743500.0,0.0,0.0,-0.7,-0.5439,-2.6871
DIG,2020-12-14,15:12:02,HOSE,STOCK,25.1,26.85,23.35,25.4,26.4,24.95,26.05,25.65,19.736,20.513,19.386,20.241,19.93,3857790.0,98955491000.0,0.0,0.0,0.95,0.7382,3.7849
DIG,2020-12-11,15:12:03,HOSE,STOCK,24.6,26.3,22.9,24.5,25.25,24.1,25.1,24.73,19.037,19.62,18.726,19.502,19.215,3403730.0,84167593000.0,1000000.0,22900000000.0,0.5,0.3885,2.0325
DIG,2020-12-10,15:12:02,HOSE,STOCK,25.9,27.7,24.1,25.85,25.85,24.6,24.6,25.1,20.085,20.085,19.114,19.114,19.502,7480540.0,187792158000.0,10000000.0,276000000000.0,-1.3,-1.0101,-5.0193
DIG,2020-12-09,15:12:02,HOSE,STOCK,26.25,28.05,24.45,26.4,26.4,25.9,25.9,26.12,20.513,20.513,20.125,20.125,20.296,3902570.0,101944322500.0,0.0,0.0,-0.35,-0.272,-1.3333
DIG,2020-12-08,15:12:02,HOSE,STOCK,26.15,27.95,24.35,26.2,26.6,25.9,26.25,26.19,20.357,20.668,20.125,20.397,20.35,3643160.0,95408806500.0,0.0,0.0,0.1,0.0777,0.3824
DIG,2020-12-07,15:12:02,HOSE,STOCK,26.5,28.35,24.65,26.1,26.8,25.25,26.15,26.03,20.28,20.824,19.62,20.319,20.226,4605900.0,119881410500.0,870000.0,24664500000.0,-0.35,-0.272,-1.3208
DIG,2020-12-04,15:12:02,HOSE,STOCK,25.7,27.45,23.95,26.5,27.35,25.65,26.5,26.31,20.591,21.251,19.93,20.591,20.443,6448020.0,169645443000.0,20000.0,520000000.0,0.8,0.6216,3.1128
DIG,2020-12-03,15:12:02,HOSE,STOCK,24.05,25.7,22.4,25.6,25.7,25.0,25.7,25.55,19.891,19.969,19.426,19.969,19.853,3521260.0,89985319000.0,3800000.0,85860000000.0,1.65,1.2821,6.8607
DIG,2020-12-02,15:12:02,HOSE,STOCK,22.5,24.05,20.95,23.5,24.05,23.1,24.05,23.73,18.26,18.687,17.949,18.687,18.438,5619890.0,133344347500.0,160146931.0,3441210084500.0,1.55,1.2044,6.8889
DIG,2020-12-01,15:12:02,HOSE,STOCK,22.4,23.95,20.85,22.2,23.4,22.2,22.5,22.79,17.25,18.182,17.25,17.483,17.708,8146210.0,185621043500.0,240000.0,5004000000.0,0.1,0.0777,0.4464
DIG,2020-11-30,15:11:02,HOSE,STOCK,21.7,23.2,20.2,22.1,23.0,21.8,22.4,22.46,17.172,17.871,16.938,17.405,17.451,5399340.0,121265510500.0,0.0,0.0,0.7,0.5439,3.2258
DIG,2020-11-27,15:11:03,HOSE,STOCK,21.0,22.45,19.55,21.0,22.4,21.0,21.7,21.87,16.317,17.405,16.317,16.861,16.993,4639810.0,101484379000.0,1550000.0,33950000000.0,0.7,0.5439,3.3333
DIG,2020-11-26,15:11:02,HOSE,STOCK,21.35,22.8,19.9,21.15,21.4,20.95,21.0,21.1,16.433,16.628,16.279,16.317,16.395,2404020.0,50719849500.0,17433010.0,371834026000.0,-0.35,-0.272,-1.6393
DIG,2020-11-25,15:11:02,HOSE,STOCK,21.3,22.75,19.85,21.3,21.5,20.8,21.35,21.12,16.55,16.706,16.161,16.589,16.41,3422440.0,72286553000.0,0.0,0.0,0.05,0.0389,0.2347
DIG,2020-11-24,15:11:02,HOSE,STOCK,21.15,22.6,19.7,21.45,21.6,21.05,21.3,21.3,16.667,16.784,16.356,16.55,16.55,3227320.0,68741552500.0,0.0,0.0,0.15,0.1165,0.7092
DIG,2020-11-23,15:11:02,HOSE,STOCK,21.15,22.6,19.7,21.25,21.8,21.1,21.15,21.38,16.511,16.938,16.395,16.433,16.613,2066260.0,44173021000.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-11-20,15:11:02,HOSE,STOCK,20.65,22.05,19.25,20.7,21.45,20.6,21.15,20.95,16.084,16.667,16.006,16.433,16.279,2942400.0,61631798000.0,50000.0,975000000.0,0.5,0.3885,2.4213
DIG,2020-11-19,15:11:03,HOSE,STOCK,20.8,22.25,19.35,21.0,21.0,20.6,20.65,20.82,16.317,16.317,16.006,16.045,16.177,2308570.0,48062359000.0,4262688.0,85253760000.0,-0.15,-0.1165,-0.7212
DIG,2020-11-18,15:11:02,HOSE,STOCK,20.85,22.3,19.4,20.85,21.15,20.65,20.8,20.93,16.201,16.433,16.045,16.161,16.262,2349900.0,49191509500.0,0.0,0.0,-0.05,-0.0388,-0.2398
DIG,2020-11-17,15:11:02,HOSE,STOCK,20.55,21.95,19.15,20.8,20.85,20.55,20.85,20.69,16.161,16.201,15.967,16.201,16.076,2465550.0,51014525500.0,0.0,0.0,0.3,0.2331,1.4599
DIG,2020-11-16,15:11:02,HOSE,STOCK,20.25,21.65,18.85,20.35,20.95,20.2,20.55,20.58,15.812,16.279,15.696,15.967,15.991,5099720.0,104974606500.0,3740000.0,76670000000.0,0.3,0.2331,1.4815
DIG,2020-11-13,15:11:02,HOSE,STOCK,20.2,21.6,18.8,20.2,20.35,19.95,20.25,20.15,15.696,15.812,15.502,15.734,15.656,3034670.0,61161020500.0,0.0,0.0,0.05,0.0388,0.2475
DIG,2020-11-12,15:11:02,HOSE,STOCK,19.75,21.1,18.4,19.75,20.5,19.55,20.2,19.87,15.346,15.929,15.191,15.696,15.439,2436400.0,48408383500.0,0.0,0.0,0.45,0.3497,2.2785
DIG,2020-11-11,15:11:02,HOSE,STOCK,19.7,21.05,18.35,19.65,19.95,19.55,19.75,19.72,15.268,15.502,15.191,15.346,15.322,2226740.0,43921439000.0,0.0,0.0,0.05,0.0389,0.2538
DIG,2020-11-10,15:11:02,HOSE,STOCK,20.2,21.6,18.8,20.2,20.4,19.6,19.7,20.0,15.696,15.851,15.229,15.307,15.54,3855660.0,77100329500.0,350000.0,6580000000.0,-0.5,-0.3885,-2.4752
DIG,2020-11-09,15:11:02,HOSE,STOCK,20.0,21.4,18.6,20.0,20.4,19.9,20.2,20.15,15.54,15.851,15.462,15.696,15.656,3792160.0,76407650000.0,0.0,0.0,0.2,0.1554,1.0
DIG,2020-11-06,15:11:02,HOSE,STOCK,19.85,21.2,18.5,19.85,20.15,19.65,20.0,19.9,15.424,15.656,15.268,15.54,15.462,1894420.0,37705037500.0,8192894.0,159761433000.0,0.15,0.1166,0.7557
DIG,2020-11-05,15:11:02,HOSE,STOCK,20.35,21.75,18.95,20.5,20.5,19.85,19.85,20.19,15.929,15.929,15.424,15.424,15.688,2009220.0,40564181500.0,0.0,0.0,-0.5,-0.3885,-2.457
DIG,2020-11-04,15:11:02,HOSE,STOCK,19.4,20.75,18.05,19.5,20.65,19.5,20.35,20.18,15.151,16.045,15.151,15.812,15.68,7604770.0,153426755000.0,0.0,0.0,0.95,0.7382,4.8969
DIG,2020-11-03,15:11:02,HOSE,STOCK,19.3,20.65,17.95,19.4,19.45,19.2,19.4,19.32,15.074,15.113,14.919,15.074,15.012,1424920.0,27535878000.0,0.0,0.0,0.1,0.0777,0.5181
DIG,2020-11-02,15:11:01,HOSE,STOCK,19.15,20.45,17.85,19.15,19.45,19.15,19.3,19.29,14.879,15.113,14.879,14.997,14.989,1491620.0,28776582500.0,0.0,0.0,0.15,0.1166,0.7833
DIG,2020-10-30,15:10:03,HOSE,STOCK,19.15,20.45,17.85,19.5,19.5,18.9,19.15,19.21,15.151,15.151,14.685,14.879,14.926,2657280.0,51046917500.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-10-29,15:10:01,HOSE,STOCK,19.1,20.4,17.8,19.2,19.65,19.1,19.15,19.38,14.919,15.268,14.841,14.879,15.058,2678150.0,51900042500.0,0.0,0.0,0.05,0.0388,0.2618
DIG,2020-10-28,15:10:02,HOSE,STOCK,19.3,20.65,17.95,19.2,19.8,19.1,19.1,19.31,14.919,15.385,14.841,14.841,15.004,4443690.0,85809324000.0,0.0,0.0,-0.2,-0.1554,-1.0363
DIG,2020-10-27,15:10:03,HOSE,STOCK,19.5,20.85,18.15,19.4,19.55,19.15,19.3,19.34,15.074,15.191,14.879,14.997,15.027,2883500.0,55779744000.0,85000.0,1542750000.0,-0.2,-0.1554,-1.0256
DIG,2020-10-26,15:10:02,HOSE,STOCK,19.2,20.5,17.9,19.4,20.0,19.1,19.5,19.65,15.074,15.54,14.841,15.151,15.268,6975230.0,137054530500.0,0.0,0.0,0.3,0.2331,1.5625
DIG,2020-10-23,15:10:03,HOSE,STOCK,19.4,20.75,18.05,19.5,19.6,19.05,19.2,19.31,15.151,15.229,14.802,14.919,15.004,1967510.0,37994847000.0,79670.0,1473895000.0,-0.2,-0.1554,-1.0309
DIG,2020-10-22,15:10:02,HOSE,STOCK,19.1,20.4,17.8,19.05,19.5,18.8,19.4,19.14,14.802,15.151,14.608,15.074,14.872,2432340.0,46558125000.0,0.0,0.0,0.3,0.2331,1.5707
DIG,2020-10-21,15:10:02,HOSE,STOCK,19.6,20.95,18.25,19.6,20.1,19.1,19.1,19.68,15.229,15.618,14.841,14.841,15.291,2639450.0,51956766000.0,0.0,0.0,-0.5,-0.3885,-2.551
DIG,2020-10-20,15:10:02,HOSE,STOCK,18.75,20.05,17.45,18.75,19.6,18.6,19.6,19.136,14.569,15.229,14.452,15.229,14.869,4615600.0,88324811500.0,28262894.0,494600645000.0,0.85,0.6604,4.5333
DIG,2020-10-19,15:10:03,HOSE,STOCK,18.3,19.55,17.05,18.2,19.1,17.95,18.75,18.64,14.142,14.841,13.947,14.569,14.484,4382630.0,81679773000.0,0.0,0.0,0.45,0.3497,2.459
DIG,2020-10-16,15:10:02,HOSE,STOCK,17.9,19.15,16.65,18.0,18.9,17.95,18.3,18.42,13.986,14.685,13.947,14.22,14.313,3603210.0,66358495500.0,0.0,0.0,0.4,0.3108,2.2346
DIG,2020-10-15,15:10:01,HOSE,STOCK,17.75,18.95,16.55,17.9,18.1,17.4,17.9,17.79,13.909,14.064,13.52,13.909,13.823,2842470.0,50573184500.0,0.0,0.0,0.15,0.1166,0.8451
DIG,2020-10-14,15:10:03,HOSE,STOCK,17.85,19.05,16.65,17.8,17.85,17.45,17.75,17.66,13.831,13.869,13.559,13.792,13.722,2202370.0,38893605000.0,0.0,0.0,-0.1,-0.0777,-0.5602
DIG,2020-10-13,15:10:02,HOSE,STOCK,18.15,19.4,16.9,18.0,18.2,17.85,17.85,17.985,13.986,14.142,13.869,13.869,13.974,1934130.0,34786161000.0,0.0,0.0,-0.3,-0.2331,-1.6529
DIG,2020-10-12,15:10:02,HOSE,STOCK,18.4,19.65,17.15,18.8,19.15,18.15,18.15,18.72,14.608,14.879,14.103,14.103,14.545,4457970.0,83463633500.0,0.0,0.0,-0.25,-0.1943,-1.3587
DIG,2020-10-09,15:10:02,HOSE,STOCK,17.9,19.15,16.65,18.4,18.5,17.85,18.4,18.29,14.297,14.374,13.869,14.297,14.211,3176960.0,58099219000.0,0.0,0.0,0.5,0.3885,2.7933
DIG,2020-10-08,15:10:02,HOSE,STOCK,17.7,18.9,16.5,17.7,17.9,17.2,17.9,17.54,13.753,13.909,13.365,13.909,13.629,5360750.0,94001244000.0,50000.0,825000000.0,0.2,0.1554,1.1299
DIG,2020-10-07,15:10:02,HOSE,STOCK,17.85,19.05,16.65,17.65,18.6,17.55,17.7,17.95,13.714,14.452,13.637,13.753,13.947,3920670.0,70366644000.0,112000.0,1864800000.0,-0.15,-0.1166,-0.8403
DIG,2020-10-06,15:10:02,HOSE,STOCK,18.4,19.65,17.15,18.2,18.9,17.5,17.85,17.98,14.142,14.685,13.597,13.869,13.971,5528700.0,99419239000.0,0.0,0.0,-0.55,-0.4273,-2.9891
DIG,2020-10-05,15:10:03,HOSE,STOCK,17.25,18.45,16.05,18.4,18.45,17.5,18.4,18.41,14.297,14.336,13.597,14.297,14.305,7500610.0,138069216000.0,60000.0,990000000.0,1.15,0.8936,6.6667
DIG,2020-10-02,15:10:02,HOSE,STOCK,16.15,17.25,15.05,16.2,17.25,16.15,17.25,16.7,12.587,13.403,12.549,13.403,12.976,4112670.0,68667345500.0,180000.0,2709000000.0,1.1,0.8547,6.8111
DIG,2020-10-01,15:10:02,HOSE,STOCK,15.25,16.3,14.2,15.5,16.15,15.35,16.15,15.75,12.044,12.549,11.927,12.549,12.238,3530660.0,55622088000.0,40000.0,592000000.0,0.9,0.6993,5.9016
DIG,2020-09-30,15:09:02,HOSE,STOCK,15.05,16.1,14.0,15.05,15.55,15.0,15.25,15.34,11.694,12.083,11.656,11.85,11.92,4110520.0,63074433000.0,0.0,0.0,0.2,0.1554,1.3289
DIG,2020-09-29,15:09:03,HOSE,STOCK,15.0,16.05,13.95,15.35,15.6,14.8,15.05,15.23,11.927,12.121,11.5,11.694,11.834,2710770.0,41272855000.0,0.0,0.0,0.05,0.0389,0.3333
DIG,2020-09-28,15:09:02,HOSE,STOCK,14.55,15.55,13.55,14.65,15.25,14.55,15.0,14.94,11.383,11.85,11.305,11.656,11.609,3498850.0,52259737000.0,0.0,0.0,0.45,0.3497,3.0928
DIG,2020-09-25,15:09:02,HOSE,STOCK,14.55,15.55,13.55,14.55,14.65,14.4,14.55,14.52,11.305,11.383,11.189,11.305,11.282,956720.0,13893287500.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-09-24,15:09:03,HOSE,STOCK,14.45,15.45,13.45,14.35,14.7,14.35,14.55,14.58,11.15,11.422,11.15,11.305,11.329,1875070.0,27331168500.0,1350011.0,20250165000.0,0.1,0.0777,0.692
DIG,2020-09-23,15:09:03,HOSE,STOCK,14.55,15.55,13.55,14.55,14.65,14.4,14.45,14.48,11.305,11.383,11.189,11.227,11.251,1274730.0,18456251500.0,40000.0,584000000.0,-0.1,-0.0777,-0.6873
DIG,2020-09-22,15:09:05,HOSE,STOCK,14.45,15.45,13.45,14.3,14.6,14.25,14.55,14.47,11.111,11.344,11.073,11.305,11.244,1056290.0,15283228500.0,0.0,0.0,0.1,0.0777,0.692
DIG,2020-09-21,15:09:03,HOSE,STOCK,14.55,15.55,13.55,14.5,14.9,14.3,14.45,14.51,11.267,11.578,11.111,11.227,11.274,2222270.0,32234849000.0,0.0,0.0,-0.1,-0.0777,-0.6873
DIG,2020-09-18,15:09:02,HOSE,STOCK,14.25,15.2,13.3,14.3,14.8,14.1,14.55,14.49,11.111,11.5,10.956,11.305,11.259,1617820.0,23447747000.0,0.0,0.0,0.3,0.2331,2.1053
DIG,2020-09-17,15:09:03,HOSE,STOCK,14.5,15.5,13.5,14.35,14.5,13.95,14.25,14.24,11.15,11.267,10.839,11.073,11.065,2857800.0,40682351500.0,0.0,0.0,-0.25,-0.1943,-1.7241
DIG,2020-09-16,15:09:03,HOSE,STOCK,14.4,15.4,13.4,14.3,14.55,14.2,14.5,14.46,11.111,11.305,11.033,11.267,11.236,1778680.0,25715245500.0,0.0,0.0,0.1,0.0777,0.6944
DIG,2020-09-15,15:09:03,HOSE,STOCK,14.2,15.15,13.25,14.3,14.75,14.3,14.4,14.58,11.111,11.461,11.111,11.189,11.329,3450400.0,50317901000.0,0.0,0.0,0.2,0.1554,1.4085
DIG,2020-09-14,15:09:02,HOSE,STOCK,13.65,14.6,12.7,13.7,14.3,13.7,14.2,14.09,10.645,11.111,10.645,11.033,10.948,2757700.0,38843406500.0,0.0,0.0,0.55,0.4273,4.0293
DIG,2020-09-11,15:09:05,HOSE,STOCK,13.45,14.35,12.55,13.4,13.75,13.35,13.65,13.58,10.412,10.684,10.373,10.606,10.552,2018590.0,27415873500.0,119000.0,1600550000.0,0.2,0.1554,1.487
DIG,2020-09-10,15:09:03,HOSE,STOCK,13.55,14.45,12.65,13.55,13.6,13.45,13.45,13.49,10.528,10.567,10.45,10.45,10.482,1450980.0,19574425000.0,0.0,0.0,-0.1,-0.0777,-0.738
DIG,2020-09-09,15:09:01,HOSE,STOCK,13.45,14.35,12.55,13.4,13.6,13.2,13.55,13.49,10.412,10.567,10.256,10.528,10.482,1166460.0,15730820500.0,0.0,0.0,0.1,0.0777,0.7435
DIG,2020-09-08,15:09:05,HOSE,STOCK,13.35,14.25,12.45,13.4,13.6,13.35,13.45,13.48,10.412,10.567,10.373,10.45,10.474,1725590.0,23253845500.0,0.0,0.0,0.1,0.0777,0.7491
DIG,2020-09-07,15:09:02,HOSE,STOCK,13.0,13.9,12.1,13.1,13.75,13.0,13.35,13.45,10.179,10.684,10.101,10.373,10.45,4945420.0,66499491500.0,0.0,0.0,0.35,0.272,2.6923
DIG,2020-09-04,15:09:03,HOSE,STOCK,12.95,13.85,12.05,12.85,13.0,12.8,13.0,12.91,9.985,10.101,9.945,10.101,10.031,1303070.0,16823517000.0,0.0,0.0,0.05,0.0389,0.3861
DIG,2020-09-03,15:09:02,HOSE,STOCK,13.0,13.9,12.1,13.0,13.1,12.9,12.95,12.98,10.101,10.179,10.023,10.062,10.085,1377660.0,17884568500.0,0.0,0.0,-0.05,-0.0388,-0.3846
DIG,2020-09-01,15:09:02,HOSE,STOCK,12.95,13.85,12.05,12.9,13.1,12.9,13.0,12.98,10.023,10.179,10.023,10.101,10.085,1027820.0,13336170500.0,0.0,0.0,0.05,0.0389,0.3861
DIG,2020-08-31,15:08:04,HOSE,STOCK,13.05,13.95,12.15,13.3,13.4,12.95,12.95,13.12,10.334,10.412,10.062,10.062,10.194,2063120.0,27073147000.0,0.0,0.0,-0.1,-0.0777,-0.7663
DIG,2020-08-28,15:08:03,HOSE,STOCK,13.1,14.0,12.2,13.15,13.4,13.05,13.05,13.21,10.218,10.412,10.14,10.14,10.264,2092330.0,27633084000.0,0.0,0.0,-0.05,-0.0389,-0.3817
DIG,2020-08-27,15:08:04,HOSE,STOCK,13.2,14.1,12.3,13.2,13.25,13.0,13.1,13.13,10.256,10.296,10.101,10.179,10.202,1263650.0,16595096500.0,0.0,0.0,-0.1,-0.0777,-0.7576
DIG,2020-08-26,15:08:04,HOSE,STOCK,12.85,13.7,12.0,12.85,13.35,12.75,13.2,13.11,9.985,10.373,9.907,10.256,10.186,2319110.0,30413604500.0,0.0,0.0,0.35,0.2719,2.7237
DIG,2020-08-25,15:08:03,HOSE,STOCK,12.85,13.7,12.0,12.9,13.0,12.65,12.85,12.81,10.023,10.101,9.829,9.985,9.954,2154980.0,27614925500.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-08-24,15:08:03,HOSE,STOCK,12.75,13.6,11.9,12.9,13.15,12.8,12.85,12.9,10.023,10.218,9.945,9.985,10.023,2086710.0,26916521500.0,452000.0,5785600000.0,0.1,0.0777,0.7843
DIG,2020-08-21,15:08:03,HOSE,STOCK,12.7,13.55,11.85,12.7,12.9,12.65,12.75,12.78,9.868,10.023,9.829,9.907,9.93,1431230.0,18293300000.0,0.0,0.0,0.05,0.0389,0.3937
DIG,2020-08-20,15:08:03,HOSE,STOCK,12.85,13.7,12.0,12.75,12.9,12.65,12.7,12.74,9.907,10.023,9.829,9.868,9.899,659540.0,8399389500.0,0.0,0.0,-0.15,-0.1166,-1.1673
DIG,2020-08-19,15:08:02,HOSE,STOCK,12.8,13.65,11.95,12.85,12.9,12.75,12.85,12.84,9.985,10.023,9.907,9.985,9.977,1433580.0,18409443500.0,0.0,0.0,0.05,0.0389,0.3906
DIG,2020-08-18,15:08:03,HOSE,STOCK,12.55,13.4,11.7,12.6,12.95,12.6,12.8,12.82,9.791,10.062,9.791,9.945,9.962,1985090.0,25441511500.0,0.0,0.0,0.25,0.1942,1.992
DIG,2020-08-17,15:08:02,HOSE,STOCK,12.65,13.5,11.8,12.65,12.65,12.4,12.55,12.55,9.829,9.829,9.635,9.751,9.751,925430.0,11612693500.0,0.0,0.0,-0.1,-0.0777,-0.7905
DIG,2020-08-14,15:08:02,HOSE,STOCK,12.7,13.55,11.85,12.7,12.8,12.6,12.65,12.69,9.868,9.945,9.791,9.829,9.86,794740.0,10086114500.0,0.0,0.0,-0.05,-0.0388,-0.3937
DIG,2020-08-13,15:08:02,HOSE,STOCK,12.7,13.55,11.85,12.85,12.85,12.6,12.7,12.74,9.985,9.985,9.791,9.868,9.899,971120.0,12370324000.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-08-12,15:08:03,HOSE,STOCK,12.35,13.2,11.5,12.35,12.85,12.35,12.7,12.66,9.596,9.985,9.596,9.868,9.837,2122580.0,26870205000.0,0.0,0.0,0.35,0.272,2.834
DIG,2020-08-11,15:08:03,HOSE,STOCK,12.35,13.2,11.5,12.35,12.4,12.25,12.35,12.33,9.596,9.635,9.518,9.596,9.58,369820.0,4559045000.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-08-10,15:08:02,HOSE,STOCK,12.35,13.2,11.5,12.35,12.45,12.3,12.35,12.36,9.596,9.673,9.557,9.596,9.603,859180.0,10616698500.0,0.0,0.0,0.0,0.0,0.0
DIG,2020-08-07,15:08:02,HOSE,STOCK,12.3,13.15,11.45,12.35,12.4,11.8,12.35,12.16,9.596,9.635,9.168,9.596,9.449,938260.0,11409541500.0,20000.0,240000000.0,0.05,0.0389,0.4065
DIG,2020-08-06,15:08:02,HOSE,STOCK,12.6,13.45,11.75,12.55,12.6,12.3,12.3,12.46,9.751,9.791,9.557,9.557,9.681,713030.0,8884935500.0,150000.0,1845000000.0,-0.3,-0.2331,-2.381
DIG,2020-08-05,15:08:01,HOSE,STOCK,12.45,13.3,11.6,12.45,12.65,12.3,12.6,12.55,9.673,9.829,9.557,9.791,9.751,1371480.0,17212763500.0,0.0,0.0,0.15,0.1166,1.2048
DIG,2020-08-04,15:08:03,HOSE,STOCK,12.35,13.2,11.5,12.4,12.55,12.35,12.45,12.43,9.635,9.751,9.596,9.673,9.658,518480.0,6444387000.0,390000.0,5070000000.0,0.1,0.0777,0.8097
DIG,2020-08-03,15:08:03,HOSE,STOCK,12.15,13.0,11.3,12.25,12.35,12.0,12.35,12.22,9.518,9.596,9.324,9.596,9.495,1061230.0,12971807000.0,15000000.0,193500000000.0,0.2,0.1554,1.6461
DIG,2020-07-31,15:07:04,HOSE,STOCK,12.25,13.1,11.4,12.0,12.4,12.0,12.15,12.19,9.324,9.635,9.324,9.441,9.472,905010.0,11031937000.0,0.0,0.0,-0.1,-0.0777,-0.8163
