code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
DIG,2018-03-13,15:03:01,HOSE,STOCK,27.6,29.5,25.7,27.6,28.2,27.5,28.0,27.91,17.861,18.25,17.796,18.119,18.061,2037890.0,56876938000.0,200000.0,5582000000.0,0.4,0.2588,1.4493
DIG,2018-03-12,15:03:01,HOSE,STOCK,26.9,28.75,25.05,27.2,28.2,26.8,27.6,27.6,17.601,18.25,17.343,17.861,17.861,2788070.0,76938087000.0,70000.0,1883000000.0,0.7,0.453,2.6022
DIG,2018-03-09,15:03:01,HOSE,STOCK,26.85,28.7,25.0,27.0,27.4,26.85,26.9,27.07,17.473,17.731,17.375,17.408,17.519,2708890.0,73330084500.0,0.0,0.0,0.05,0.0324,0.1862
DIG,2018-03-08,15:03:02,HOSE,STOCK,27.3,29.2,25.4,27.05,27.75,26.85,26.85,27.17,17.504,17.957,17.375,17.375,17.582,3753250.0,101976306000.0,0.0,0.0,-0.45,-0.2912,-1.6484
DIG,2018-03-07,15:03:01,HOSE,STOCK,27.5,29.4,25.6,27.4,28.2,26.6,27.3,27.48,17.731,18.25,17.212,17.666,17.783,4636250.0,127385123000.0,20000.0,564000000.0,-0.2,-0.1294,-0.7273
DIG,2018-03-06,15:03:02,HOSE,STOCK,26.2,28.0,24.4,26.3,27.5,26.1,27.5,26.73,17.019,17.796,16.89,17.796,17.297,5905980.0,157874041000.0,50000.0,1296000000.0,1.3,0.8413,4.9618
DIG,2018-03-05,15:03:01,HOSE,STOCK,26.9,28.75,25.05,27.0,27.6,26.2,26.2,26.97,17.473,17.861,16.955,16.955,17.452,4587870.0,123740372000.0,0.0,0.0,-0.7,-0.453,-2.6022
DIG,2018-03-02,15:03:02,HOSE,STOCK,25.2,26.95,23.45,25.0,26.95,24.7,26.9,26.24,16.178,17.439,15.985,17.408,16.98,6768590.0,177621783500.0,40000.0,966000000.0,1.7,1.1001,6.746
DIG,2018-03-01,15:03:02,HOSE,STOCK,23.8,25.45,22.15,23.5,25.45,23.4,25.2,24.78,15.208,16.468,15.143,16.308,16.035,7535680.0,186738022000.0,150000.0,3517000000.0,1.4,0.906,5.8824
DIG,2018-02-28,15:02:02,HOSE,STOCK,23.85,25.5,22.2,23.75,23.9,23.65,23.8,23.78,15.369,15.467,15.304,15.401,15.389,1808170.0,42998457500.0,0.0,0.0,-0.05,-0.0324,-0.2096
DIG,2018-02-27,15:02:02,HOSE,STOCK,24.1,25.75,22.45,24.2,24.3,23.5,23.85,23.95,15.66,15.724,15.208,15.433,15.498,3081900.0,73800480000.0,0.0,0.0,-0.25,-0.1618,-1.0373
DIG,2018-02-26,15:02:01,HOSE,STOCK,23.85,25.5,22.2,24.0,24.7,23.95,24.1,24.39,15.531,15.985,15.498,15.596,15.783,4362740.0,106390286500.0,100000.0,2480000000.0,0.25,0.1618,1.0482
DIG,2018-02-23,15:02:02,HOSE,STOCK,23.45,25.05,21.85,23.65,23.85,23.3,23.85,23.62,15.304,15.433,15.078,15.433,15.285,1042550.0,24623664500.0,0.0,0.0,0.4,0.2588,1.7058
DIG,2018-02-22,15:02:01,HOSE,STOCK,23.8,25.45,22.15,23.6,24.0,23.4,23.45,23.69,15.271,15.531,15.143,15.175,15.331,1253320.0,29688887500.0,29000.0,696000000.0,-0.35,-0.2265,-1.4706
DIG,2018-02-21,15:02:02,HOSE,STOCK,23.75,25.4,22.1,23.75,24.45,23.6,23.8,23.98,15.369,15.822,15.271,15.401,15.519,1616910.0,38775875000.0,0.0,0.0,0.05,0.0324,0.2105
DIG,2018-02-13,15:02:01,HOSE,STOCK,22.6,24.15,21.05,23.0,23.9,22.6,23.75,23.63,14.883,15.467,14.625,15.369,15.291,2412670.0,57020804000.0,335000.0,7199250000.0,1.15,0.7442,5.0885
DIG,2018-02-12,15:02:02,HOSE,STOCK,21.55,23.05,20.05,22.1,22.6,21.9,22.6,22.12,14.302,14.625,14.171,14.625,14.314,1108190.0,24514276000.0,0.0,0.0,1.05,0.6795,4.8724
DIG,2018-02-09,15:02:01,HOSE,STOCK,22.4,23.95,20.85,20.95,21.75,20.9,21.55,21.25,13.556,14.075,13.525,13.945,13.75,3522000.0,74841210500.0,269440.0,5617824000.0,-0.85,-0.55,-3.7946
DIG,2018-02-08,15:02:02,HOSE,STOCK,22.3,23.85,20.75,22.0,22.9,21.9,22.4,22.43,14.237,14.82,14.171,14.495,14.514,1642970.0,36859732000.0,0.0,0.0,0.1,0.0647,0.4484
DIG,2018-02-07,15:02:02,HOSE,STOCK,20.9,22.35,19.45,21.9,22.35,21.5,22.3,22.05,14.171,14.463,13.913,14.432,14.269,2586270.0,57035502500.0,50000.0,1050000000.0,1.4,0.906,6.6986
DIG,2018-02-06,15:02:01,HOSE,STOCK,22.25,23.8,20.7,20.8,22.1,20.7,20.9,20.95,13.46,14.302,13.395,13.525,13.556,6073460.0,127253603000.0,0.0,0.0,-1.35,-0.8736,-6.0674
DIG,2018-02-05,15:02:01,HOSE,STOCK,23.9,25.55,22.25,23.55,23.7,22.25,22.25,22.86,15.24,15.336,14.399,14.399,14.792,3966060.0,90644740500.0,63170.0,1433959000.0,-1.65,-1.0678,-6.9038
DIG,2018-02-02,15:02:02,HOSE,STOCK,24.1,25.75,22.45,24.0,24.1,23.3,23.9,23.72,15.531,15.596,15.078,15.467,15.349,1866850.0,44274380000.0,155000.0,3482750000.0,-0.2,-0.1294,-0.8299
DIG,2018-02-01,15:02:02,HOSE,STOCK,22.65,24.2,21.1,23.4,24.2,23.2,24.1,23.78,15.143,15.66,15.014,15.596,15.389,4758970.0,113187151000.0,6000000.0,135900000000.0,1.45,0.9383,6.4018
DIG,2018-01-31,15:01:01,HOSE,STOCK,24.35,26.05,22.65,25.3,26.05,22.65,22.65,25.17,16.373,16.857,14.657,14.657,16.288,11441780.0,288006821500.0,120000.0,3000000000.0,-1.7,-1.1001,-6.9815
DIG,2018-01-30,15:01:01,HOSE,STOCK,22.8,24.35,21.25,22.2,24.35,22.2,24.35,23.97,14.366,15.758,14.366,15.758,15.511,6763820.0,162128739000.0,120000.0,2552160000.0,1.55,1.0031,6.7982
DIG,2018-01-29,15:01:02,HOSE,STOCK,22.8,24.35,21.25,22.8,23.0,22.45,22.8,22.71,14.755,14.883,14.527,14.755,14.697,2060140.0,46786600000.0,0.0,0.0,0.0,0.0,0.0
DIG,2018-01-26,15:01:02,HOSE,STOCK,23.0,24.6,21.4,23.25,23.5,22.8,22.8,22.97,15.046,15.208,14.755,14.755,14.864,3233700.0,74280638500.0,5650000.0,129950000000.0,-0.2,-0.1294,-0.8696
DIG,2018-01-25,15:01:01,HOSE,STOCK,22.55,24.1,21.0,22.55,23.5,22.5,23.0,22.96,14.593,15.208,14.56,14.883,14.858,5055770.0,116095493000.0,0.0,0.0,0.45,0.2912,1.9956
DIG,2018-01-22,15:01:01,HOSE,STOCK,22.5,24.05,20.95,22.75,22.75,22.25,22.55,22.51,14.721,14.721,14.399,14.593,14.567,1803420.0,40589433500.0,0.0,0.0,0.05,0.0324,0.2222
DIG,2018-01-19,15:01:02,HOSE,STOCK,22.65,24.2,21.1,23.0,23.15,22.5,22.5,22.81,14.883,14.98,14.56,14.56,14.76,2534480.0,57807457500.0,4950000.0,112117500000.0,-0.15,-0.0971,-0.6623
DIG,2018-01-18,15:01:02,HOSE,STOCK,22.6,24.15,21.05,22.3,22.85,21.75,22.65,22.32,14.432,14.787,14.075,14.657,14.444,5618870.0,125418398000.0,0.0,0.0,0.05,0.0324,0.2212
DIG,2018-01-17,15:01:01,HOSE,STOCK,23.5,25.1,21.9,23.5,23.5,22.6,22.6,23.02,15.208,15.208,14.625,14.625,14.897,3315830.0,76322057500.0,0.0,0.0,-0.9,-0.5824,-3.8298
DIG,2018-01-16,15:01:01,HOSE,STOCK,23.5,25.1,21.9,23.6,23.9,23.0,23.5,23.45,15.271,15.467,14.883,15.208,15.175,2008940.0,47112874000.0,2500000.0,58750000000.0,0.0,0.0,0.0
DIG,2018-01-15,15:01:01,HOSE,STOCK,23.2,24.8,21.6,23.2,23.8,23.1,23.5,23.38,15.014,15.401,14.947,15.208,15.13,3059400.0,71525102500.0,0.0,0.0,0.3,0.1941,1.2931
DIG,2018-01-12,15:01:02,HOSE,STOCK,23.7,25.35,22.05,24.0,24.5,23.0,23.2,23.65,15.531,15.854,14.883,15.014,15.304,3958000.0,93615105500.0,0.0,0.0,-0.5,-0.3236,-2.1097
DIG,2018-01-11,15:01:01,HOSE,STOCK,23.8,25.45,22.15,23.55,23.9,23.45,23.7,23.7,15.24,15.467,15.175,15.336,15.336,2411000.0,57149486000.0,3100000.0,73780000000.0,-0.1,-0.0647,-0.4202
DIG,2018-01-10,15:01:01,HOSE,STOCK,23.8,25.45,22.15,24.0,24.3,23.45,23.8,23.83,15.531,15.724,15.175,15.401,15.42,2945650.0,70205421000.0,0.0,0.0,0.0,0.0,0.0
DIG,2018-01-09,15:01:01,HOSE,STOCK,23.0,24.6,21.4,23.5,23.9,22.8,23.8,23.38,15.208,15.467,14.755,15.401,15.13,3299510.0,77154406500.0,0.0,0.0,0.8,0.5177,3.4783
DIG,2018-01-08,15:01:02,HOSE,STOCK,22.8,24.35,21.25,22.8,23.4,22.6,23.0,22.99,14.755,15.143,14.625,14.883,14.878,4018670.0,92382254500.0,106000.0,2252500000.0,0.2,0.1294,0.8772
DIG,2018-01-05,15:01:01,HOSE,STOCK,22.8,24.35,21.25,23.15,23.65,22.5,22.8,23.14,14.98,15.304,14.56,14.755,14.974,2875060.0,66527353500.0,0.0,0.0,0.0,0.0,0.0
DIG,2018-01-04,15:01:01,HOSE,STOCK,21.6,23.1,20.1,21.85,23.1,21.75,22.8,22.72,14.139,14.947,14.075,14.755,14.703,3965060.0,90096687500.0,20000.0,416000000.0,1.2,0.7766,5.5556
DIG,2018-01-03,15:01:01,HOSE,STOCK,20.8,22.25,19.35,20.85,21.8,20.8,21.6,21.33,13.493,14.107,13.46,13.978,13.803,3305720.0,70496796500.0,140000.0,2772000000.0,0.8,0.5177,3.8462
DIG,2018-01-02,15:01:02,HOSE,STOCK,20.6,22.0,19.2,20.75,20.85,20.6,20.8,20.74,13.427,13.493,13.331,13.46,13.421,883360.0,18320972000.0,0.0,0.0,0.2,0.1294,0.9709
DIG,2017-12-29,15:12:01,HOSE,STOCK,20.4,21.8,19.0,20.5,20.85,20.35,20.6,20.63,13.267,13.493,13.168,13.331,13.35,1724040.0,35568639000.0,0.0,0.0,0.2,0.1294,0.9804
DIG,2017-12-28,15:12:01,HOSE,STOCK,20.25,21.65,18.85,20.25,20.55,19.95,20.4,20.21,13.104,13.298,12.911,13.202,13.079,2305980.0,46612373500.0,30000.0,649500000.0,0.15,0.0971,0.7407
DIG,2017-12-27,15:12:01,HOSE,STOCK,20.25,21.65,18.85,20.25,20.5,20.2,20.25,20.28,13.104,13.267,13.072,13.104,13.124,948420.0,19229940000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-12-26,15:12:01,HOSE,STOCK,20.4,21.8,19.0,20.4,20.55,20.2,20.25,20.37,13.202,13.298,13.072,13.104,13.182,1222600.0,24903832500.0,0.0,0.0,-0.15,-0.0971,-0.7353
DIG,2017-12-25,15:12:01,HOSE,STOCK,20.9,22.35,19.45,20.8,21.2,20.4,20.4,20.68,13.46,13.719,13.202,13.202,13.382,1708180.0,35317279500.0,5000000.0,100000000000.0,-0.5,-0.3236,-2.3923
DIG,2017-12-22,15:12:02,HOSE,STOCK,21.55,23.05,20.05,21.3,21.35,20.85,20.9,21.15,13.783,13.816,13.493,13.525,13.687,1311520.0,27740393500.0,0.0,0.0,-0.65,-0.4206,-3.0162
DIG,2017-12-21,15:12:01,HOSE,STOCK,21.0,22.45,19.55,21.0,21.55,20.9,21.55,21.27,13.59,13.945,13.525,13.945,13.764,1251510.0,26613372500.0,300000.0,5865000000.0,0.55,0.3559,2.619
DIG,2017-12-20,15:12:02,HOSE,STOCK,20.5,21.9,19.1,20.65,21.3,20.45,21.0,20.86,13.363,13.783,13.233,13.59,13.499,1658860.0,34611377500.0,0.0,0.0,0.5,0.3236,2.439
DIG,2017-12-19,15:12:01,HOSE,STOCK,21.0,22.45,19.55,20.9,20.95,20.0,20.5,20.55,13.525,13.556,12.942,13.267,13.298,8058870.0,165593359000.0,500000.0,10000000000.0,-0.5,-0.3236,-2.381
DIG,2017-12-18,15:12:02,HOSE,STOCK,21.4,22.85,19.95,21.55,21.55,21.0,21.0,21.35,13.945,13.945,13.59,13.59,13.816,2151270.0,45919729500.0,100000.0,2112000000.0,-0.4,-0.2589,-1.8692
DIG,2017-12-15,15:12:01,HOSE,STOCK,21.35,22.8,19.9,21.45,21.8,21.25,21.4,21.51,13.881,14.107,13.75,13.849,13.92,1687610.0,36299546500.0,0.0,0.0,0.05,0.0324,0.2342
DIG,2017-12-14,15:12:01,HOSE,STOCK,21.35,22.8,19.9,21.4,21.6,21.25,21.35,21.36,13.849,13.978,13.75,13.816,13.822,936520.0,20004862000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-12-13,15:12:01,HOSE,STOCK,21.0,22.45,19.55,21.15,21.8,21.0,21.35,21.34,13.687,14.107,13.59,13.816,13.809,1647010.0,35144953500.0,930000.0,18486500000.0,0.35,0.2265,1.6667
DIG,2017-12-12,15:12:01,HOSE,STOCK,21.1,22.55,19.65,21.35,21.4,20.0,21.0,20.65,13.816,13.849,12.942,13.59,13.363,4193710.0,86608451500.0,0.0,0.0,-0.1,-0.0647,-0.4739
DIG,2017-12-11,15:12:01,HOSE,STOCK,21.0,22.45,19.55,20.5,22.1,20.4,21.1,21.26,13.267,14.302,13.202,13.656,13.758,3878540.0,82454459500.0,0.0,0.0,0.1,0.0647,0.4762
DIG,2017-12-08,15:12:02,HOSE,STOCK,20.4,21.8,19.0,20.7,21.3,20.6,21.0,20.97,13.395,13.783,13.331,13.59,13.57,4867660.0,102096775000.0,0.0,0.0,0.6,0.3883,2.9412
DIG,2017-12-07,15:12:01,HOSE,STOCK,19.65,21.0,18.3,19.6,20.5,19.6,20.4,20.06,12.684,13.267,12.684,13.202,12.981,1637630.0,32843269500.0,20000.0,420000000.0,0.75,0.4854,3.8168
DIG,2017-12-06,15:12:01,HOSE,STOCK,20.0,21.4,18.6,20.0,20.1,19.45,19.65,19.71,12.942,13.006,12.586,12.716,12.756,4775000.0,94103353000.0,0.0,0.0,-0.35,-0.2265,-1.75
DIG,2017-12-05,15:12:02,HOSE,STOCK,21.0,22.45,19.55,21.0,21.0,20.0,20.0,20.41,13.59,13.59,12.942,12.942,13.207,4032090.0,82289307500.0,0.0,0.0,-1.0,-0.6471,-4.7619
DIG,2017-12-04,15:12:01,HOSE,STOCK,20.65,22.05,19.25,20.8,21.2,20.65,21.0,20.95,13.46,13.719,13.363,13.59,13.556,3585410.0,75129765000.0,0.0,0.0,0.35,0.2265,1.6949
DIG,2017-12-01,15:12:02,HOSE,STOCK,19.9,21.25,18.55,19.7,20.8,19.4,20.65,20.23,12.749,13.46,12.554,13.363,13.091,6597890.0,133456931500.0,3000000.0,57750000000.0,0.75,0.4853,3.7688
DIG,2017-11-30,15:11:01,HOSE,STOCK,20.55,21.95,19.15,20.7,21.55,19.8,19.9,20.47,13.395,13.945,12.813,12.878,13.246,4459310.0,91299833500.0,0.0,0.0,-0.65,-0.4206,-3.163
DIG,2017-11-29,15:11:01,HOSE,STOCK,19.25,20.55,17.95,20.0,20.55,19.3,20.55,20.15,12.942,13.298,12.491,13.298,13.039,6369270.0,128342995500.0,20000.0,359000000.0,1.3,0.8412,6.7532
DIG,2017-11-28,15:11:02,HOSE,STOCK,18.0,19.25,16.75,18.2,19.25,17.7,19.25,19.21,11.778,12.457,11.453,12.457,12.432,128443910.0,2468006614000.0,20261.0,390024250.0,1.25,0.8089,6.9444
DIG,2017-11-27,15:11:01,HOSE,STOCK,17.6,18.8,16.4,18.4,18.8,18.0,18.0,18.25,11.906,12.166,11.648,11.648,11.809,4936910.0,90102283500.0,0.0,0.0,0.4,0.2588,2.2727
DIG,2017-11-24,15:11:02,HOSE,STOCK,17.25,18.45,16.05,17.45,17.8,17.3,17.6,17.59,11.292,11.518,11.195,11.39,11.382,6583430.0,115827359000.0,0.0,0.0,0.35,0.2265,2.029
DIG,2017-11-23,15:11:01,HOSE,STOCK,17.0,18.15,15.85,17.1,18.0,17.0,17.25,17.45,11.065,11.648,11.001,11.163,11.292,6213470.0,108404198000.0,0.0,0.0,0.25,0.1618,1.4706
DIG,2017-11-22,15:11:01,HOSE,STOCK,16.6,17.75,15.45,16.5,17.2,16.5,17.0,16.86,10.677,11.13,10.677,11.001,10.911,4819290.0,81254044500.0,0.0,0.0,0.4,0.2588,2.4096
DIG,2017-11-21,15:11:02,HOSE,STOCK,0.0,0.0,0.0,16.25,16.8,16.25,16.6,16.53,10.515,10.872,10.515,10.741,10.697,4356870.0,72027146500.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-11-20,15:11:02,HOSE,STOCK,16.3,17.4,15.2,16.5,16.5,16.1,16.25,16.26,10.677,10.677,10.419,10.515,10.522,1671410.0,27176126000.0,0.0,0.0,-0.05,-0.0324,-0.3067
DIG,2017-11-17,15:11:02,HOSE,STOCK,16.7,17.85,15.55,16.95,16.95,16.25,16.3,16.46,10.969,10.969,10.515,10.548,10.651,2052980.0,33789109000.0,0.0,0.0,-0.4,-0.2588,-2.3952
DIG,2017-11-16,15:11:01,HOSE,STOCK,16.0,17.1,14.9,16.2,16.7,16.1,16.7,16.41,10.484,10.808,10.419,10.808,10.619,3166560.0,51948006000.0,0.0,0.0,0.7,0.453,4.375
DIG,2017-11-15,15:11:01,HOSE,STOCK,16.75,17.9,15.6,17.0,17.4,16.0,16.0,16.71,11.001,11.26,10.354,10.354,10.814,7966760.0,133108151500.0,0.0,0.0,-0.75,-0.4853,-4.4776
DIG,2017-11-14,15:11:02,HOSE,STOCK,16.65,17.8,15.5,16.7,17.3,16.5,16.75,16.97,10.808,11.195,10.677,10.839,10.981,4131680.0,70109340000.0,0.0,0.0,0.1,0.0647,0.6006
DIG,2017-11-13,15:11:01,HOSE,STOCK,16.55,17.7,15.4,16.8,17.1,16.45,16.65,16.72,10.872,11.065,10.645,10.774,10.82,2386740.0,39907882500.0,0.0,0.0,0.1,0.0647,0.6042
DIG,2017-11-10,15:11:01,HOSE,STOCK,16.0,17.1,14.9,16.0,17.0,15.9,16.55,16.56,10.354,11.001,10.288,10.709,10.716,3067560.0,50791715000.0,0.0,0.0,0.55,0.3559,3.4375
DIG,2017-11-09,15:11:02,HOSE,STOCK,15.2,16.25,14.15,15.2,16.2,15.15,16.0,15.87,9.837,10.484,9.803,10.354,10.27,3001240.0,47643751000.0,0.0,0.0,0.8,0.5177,5.2632
DIG,2017-11-08,15:11:01,HOSE,STOCK,15.0,16.05,13.95,14.8,15.2,14.75,15.2,14.94,9.577,9.837,9.544,9.837,9.667,430270.0,6427453000.0,0.0,0.0,0.2,0.1294,1.3333
DIG,2017-11-07,15:11:02,HOSE,STOCK,14.9,15.9,13.9,14.8,15.0,14.65,15.0,14.86,9.577,9.707,9.48,9.707,9.616,589310.0,8757347500.0,0.0,0.0,0.1,0.0647,0.6711
DIG,2017-11-06,15:11:02,HOSE,STOCK,15.1,16.15,14.05,15.1,15.2,14.85,14.9,14.98,9.772,9.837,9.609,9.643,9.695,419550.0,6283810500.0,0.0,0.0,-0.2,-0.1294,-1.3245
DIG,2017-11-03,15:11:01,HOSE,STOCK,14.65,15.65,13.65,14.75,15.2,14.2,15.1,14.83,9.544,9.837,9.189,9.772,9.597,1964510.0,29139641000.0,0.0,0.0,0.45,0.2912,3.0717
DIG,2017-11-02,15:11:01,HOSE,STOCK,15.7,16.75,14.65,15.7,15.7,14.65,14.65,15.01,10.16,10.16,9.48,9.48,9.713,3136080.0,47080989000.0,0.0,0.0,-1.05,-0.6795,-6.6879
DIG,2017-11-01,15:11:01,HOSE,STOCK,15.8,16.9,14.7,15.8,15.9,15.7,15.7,15.8,10.225,10.288,10.16,10.16,10.225,328670.0,5191776500.0,360000.0,5292000000.0,-0.1,-0.0647,-0.6329
DIG,2017-10-31,15:10:01,HOSE,STOCK,15.8,16.9,14.7,15.8,15.9,15.7,15.8,15.77,10.225,10.288,10.16,10.225,10.204,243740.0,3843625500.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-10-30,15:10:03,HOSE,STOCK,15.8,16.9,14.7,16.1,16.1,15.75,15.8,15.89,10.419,10.419,10.192,10.225,10.284,601700.0,9561598000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-10-27,15:10:01,HOSE,STOCK,16.1,17.2,15.0,16.05,16.25,16.05,16.25,16.18,10.099,10.225,10.099,10.225,10.18,624830.0,10107633000.0,0.0,0.0,0.15,0.0944,0.9317
DIG,2017-10-26,15:10:01,HOSE,STOCK,16.15,17.25,15.05,16.15,16.25,16.05,16.1,16.13,10.162,10.225,10.099,10.13,10.148,463010.0,7468684000.0,0.0,0.0,-0.05,-0.0315,-0.3096
DIG,2017-10-25,15:10:01,HOSE,STOCK,16.15,17.25,15.05,16.15,16.25,16.1,16.15,16.15,10.162,10.225,10.13,10.162,10.162,596930.0,9640646000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-10-24,15:10:02,HOSE,STOCK,16.0,17.1,14.9,16.0,16.2,16.0,16.15,16.11,10.067,10.193,10.067,10.162,10.136,549430.0,8850597000.0,50000.0,855000000.0,0.15,0.0944,0.9375
DIG,2017-10-23,15:10:01,HOSE,STOCK,16.2,17.3,15.1,16.2,16.2,15.95,16.0,16.05,10.193,10.193,10.036,10.067,10.099,949850.0,15248761500.0,0.0,0.0,-0.2,-0.1258,-1.2346
DIG,2017-10-20,15:10:01,HOSE,STOCK,16.1,17.2,15.0,16.2,16.4,16.1,16.2,16.21,10.193,10.319,10.13,10.193,10.199,644230.0,10443972000.0,0.0,0.0,0.1,0.0629,0.6211
DIG,2017-10-19,15:10:01,HOSE,STOCK,16.0,17.1,14.9,16.0,16.2,15.85,16.1,16.04,10.067,10.193,9.973,10.13,10.092,943150.0,15130523000.0,0.0,0.0,0.1,0.0629,0.625
DIG,2017-10-18,15:10:01,HOSE,STOCK,16.4,17.5,15.3,16.35,16.45,16.0,16.0,16.21,10.287,10.35,10.067,10.067,10.199,2053000.0,33272153500.0,2000000.0,33000000000.0,-0.4,-0.2517,-2.439
DIG,2017-10-17,15:10:01,HOSE,STOCK,16.3,17.4,15.2,16.4,16.5,16.35,16.4,16.44,10.319,10.381,10.287,10.319,10.344,1388540.0,22827121500.0,110000.0,1914000000.0,0.1,0.0629,0.6135
DIG,2017-10-16,15:10:02,HOSE,STOCK,16.2,17.3,15.1,16.3,16.55,16.2,16.3,16.36,10.256,10.413,10.193,10.256,10.294,987170.0,16150378500.0,0.0,0.0,0.1,0.0629,0.6173
DIG,2017-10-13,15:10:01,HOSE,STOCK,16.15,17.25,15.05,16.2,16.3,16.0,16.2,16.17,10.193,10.256,10.067,10.193,10.174,718010.0,11607230500.0,0.0,0.0,0.05,0.0315,0.3096
DIG,2017-10-12,15:10:02,HOSE,STOCK,16.45,17.6,15.3,16.45,16.5,16.15,16.15,16.3,10.35,10.381,10.162,10.162,10.256,793070.0,12924069000.0,0.0,0.0,-0.3,-0.1888,-1.8237
DIG,2017-10-11,15:10:01,HOSE,STOCK,16.5,17.65,15.35,16.5,16.75,16.35,16.45,16.55,10.381,10.538,10.287,10.35,10.413,1272710.0,21065494500.0,0.0,0.0,-0.05,-0.0315,-0.303
DIG,2017-10-10,15:10:02,HOSE,STOCK,16.1,17.2,15.0,16.05,16.7,15.9,16.5,16.34,10.099,10.509,10.005,10.381,10.282,1939760.0,31696261000.0,0.0,0.0,0.4,0.2517,2.4845
DIG,2017-10-09,15:10:01,HOSE,STOCK,15.95,17.05,14.85,15.95,16.1,15.95,16.1,16.02,10.036,10.13,10.036,10.13,10.079,632570.0,10134618500.0,0.0,0.0,0.15,0.0944,0.9404
DIG,2017-10-06,15:10:02,HOSE,STOCK,15.95,17.05,14.85,16.0,16.1,15.85,15.95,15.97,10.067,10.13,9.973,10.036,10.048,356420.0,5693242000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-10-05,15:10:01,HOSE,STOCK,15.8,16.9,14.7,15.8,16.3,15.8,15.95,15.98,9.94,10.256,9.94,10.036,10.055,1988370.0,31764568000.0,0.0,0.0,0.15,0.0944,0.9494
DIG,2017-10-04,15:10:01,HOSE,STOCK,15.8,16.9,14.7,15.65,15.9,15.65,15.8,15.77,9.848,10.005,9.848,9.94,9.921,285780.0,4506243000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-10-03,16:10:51,HOSE,STOCK,15.8,16.9,14.7,15.8,15.8,15.6,15.8,15.68,9.94,9.94,9.816,9.94,9.867,888800.0,13939103500.0,40000.0,644000000.0,0.0,0.0,0.0
DIG,2017-10-02,15:10:01,HOSE,STOCK,15.9,17.0,14.8,15.9,16.1,15.7,15.8,15.82,10.005,10.13,9.878,9.94,9.954,725520.0,11476276500.0,0.0,0.0,-0.1,-0.0629,-0.6289
DIG,2017-09-29,15:09:01,HOSE,STOCK,15.85,16.95,14.75,15.85,15.95,15.8,15.9,15.86,9.973,10.036,9.94,10.005,9.979,641690.0,10177569000.0,0.0,0.0,0.05,0.0315,0.3155
DIG,2017-09-28,15:09:02,HOSE,STOCK,15.85,16.95,14.75,15.8,16.0,15.7,15.85,15.81,9.94,10.067,9.878,9.973,9.947,1360300.0,21506602500.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-09-27,15:09:01,HOSE,STOCK,16.15,17.25,15.05,16.15,16.4,15.85,15.85,16.11,10.162,10.319,9.973,9.973,10.136,1319450.0,21261610500.0,0.0,0.0,-0.3,-0.1888,-1.8576
DIG,2017-09-26,15:09:01,HOSE,STOCK,16.15,17.25,15.05,16.15,16.4,16.0,16.15,16.14,10.162,10.319,10.067,10.162,10.156,1090640.0,17603642000.0,0.0,0.0,0.0,0.0,0.0
DIG,2017-09-25,15:09:01,HOSE,STOCK,15.9,17.0,14.8,15.9,16.65,15.85,16.15,16.31,10.005,10.476,9.973,10.162,10.262,4261670.0,69495163500.0,250000.0,3750000000.0,0.25,0.1573,1.5723
DIG,2017-09-22,15:09:06,HOSE,STOCK,15.8,16.9,14.7,15.7,15.9,15.7,15.9,15.8,9.878,10.005,9.878,10.005,9.94,405860.0,6411099000.0,0.0,0.0,0.1,0.0629,0.6329
DIG,2017-09-21,15:09:02,HOSE,STOCK,15.9,17.0,14.8,16.0,16.0,15.7,15.8,15.81,10.067,10.067,9.878,9.94,9.947,225880.0,3571899500.0,0.0,0.0,-0.1,-0.0629,-0.6289
DIG,2017-09-20,15:09:01,HOSE,STOCK,15.7,16.75,14.65,15.75,15.9,15.7,15.9,15.81,9.91,10.005,9.878,10.005,9.947,261180.0,4130264500.0,0.0,0.0,0.2,0.1258,1.2739
DIG,2017-09-19,15:09:01,HOSE,STOCK,15.9,17.0,14.8,15.8,15.95,15.7,15.7,15.76,9.94,10.036,9.878,9.878,9.917,350720.0,5527111000.0,20012.0,296177600.0,-0.2,-0.1258,-1.2579
DIG,2017-09-18,15:09:01,HOSE,STOCK,15.55,16.6,14.5,15.6,16.0,15.5,15.9,15.89,9.816,10.067,9.753,10.005,9.997,1051200.0,16704329500.0,0.0,0.0,0.35,0.2202,2.2508
DIG,2017-09-15,15:09:02,HOSE,STOCK,15.55,16.6,14.5,15.5,15.6,15.5,15.55,15.55,9.753,9.816,9.753,9.783,9.783,382070.0,5940466000.0,0.0,0.0,0.0,0.0,0.0
